static,10000,2,100,112.650000
dynamic,10000,2,100,76.350000
static,10000,4,100,79.040000
dynamic,10000,4,100,25.700000
static,10000,8,100,64.200000
dynamic,10000,8,100,11.350000
static,10000,16,100,20.110000
dynamic,10000,16,100,6.030000
static,10000,32,100,10.570000
dynamic,10000,32,100,3.730000
