5.203200e-07 5.233067e-07 5.388800e-07 4.876800e-07 5.286400e-07 5.738667e-07 4.923733e-07 6.028800e-07 4.699733e-07 5.162667e-07 5.324800e-07 4.657067e-07 5.329067e-07 5.075200e-07 5.734400e-07 5.523200e-07 
5.267200e-07 5.371733e-07 4.770133e-07 5.585067e-07 5.710933e-07 5.088000e-07 4.757333e-07 4.514133e-07 4.795733e-07 5.254400e-07 6.197333e-07 5.885867e-07 5.525333e-07 4.622933e-07 5.557333e-07 5.339733e-07 
5.649067e-07 5.390933e-07 5.122133e-07 4.881067e-07 5.369600e-07 5.205333e-07 5.326933e-07 5.006933e-07 4.887467e-07 5.427200e-07 5.755733e-07 5.252267e-07 5.429333e-07 4.603733e-07 4.913067e-07 4.977067e-07 
5.708800e-07 4.951467e-07 4.827733e-07 5.058133e-07 5.529600e-07 5.284267e-07 4.797867e-07 5.401600e-07 5.286400e-07 5.619200e-07 4.977067e-07 4.819200e-07 4.893867e-07 4.733867e-07 5.489067e-07 5.600000e-07 
4.955733e-07 5.181867e-07 5.171200e-07 5.491200e-07 5.237333e-07 5.083733e-07 5.414400e-07 4.889600e-07 4.827733e-07 4.812800e-07 5.201067e-07 5.326933e-07 5.410133e-07 5.030400e-07 4.748800e-07 5.260800e-07 
5.745067e-07 5.954133e-07 5.636267e-07 4.932267e-07 4.725333e-07 5.211733e-07 4.731733e-07 5.021867e-07 5.032533e-07 4.695467e-07 5.036800e-07 5.440000e-07 5.312000e-07 5.350400e-07 4.989867e-07 5.015467e-07 
5.026133e-07 5.597867e-07 5.326933e-07 5.518933e-07 4.629333e-07 5.632000e-07 5.290667e-07 4.738133e-07 5.514667e-07 5.100800e-07 5.149867e-07 5.523200e-07 4.853333e-07 4.755200e-07 5.316267e-07 5.747200e-07 
5.120000e-07 5.160533e-07 5.213867e-07 5.472000e-07 5.096533e-07 5.105067e-07 5.015467e-07 4.913067e-07 5.964800e-07 5.745067e-07 5.555200e-07 5.501867e-07 5.175467e-07 5.510400e-07 5.077333e-07 4.772267e-07 
4.917333e-07 5.512533e-07 5.077333e-07 4.957867e-07 5.038933e-07 5.156267e-07 4.388267e-07 5.369600e-07 5.644800e-07 5.367467e-07 5.838933e-07 5.198933e-07 5.676800e-07 5.877333e-07 5.166933e-07 5.237333e-07 
5.382400e-07 5.367467e-07 4.881067e-07 4.928000e-07 5.964800e-07 5.422933e-07 5.132800e-07 5.745067e-07 5.192533e-07 5.514667e-07 5.335467e-07 5.265067e-07 5.322667e-07 5.883733e-07 5.504000e-07 5.241600e-07 
5.393067e-07 4.686933e-07 5.536000e-07 4.970667e-07 5.548800e-07 5.482667e-07 5.544533e-07 5.154133e-07 4.699733e-07 5.036800e-07 5.623467e-07 5.120000e-07 5.096533e-07 4.849067e-07 5.331200e-07 4.921600e-07 
5.294933e-07 4.593067e-07 5.320533e-07 4.919467e-07 4.942933e-07 5.216000e-07 5.969067e-07 4.942933e-07 4.757333e-07 5.783467e-07 4.817067e-07 5.521067e-07 5.066667e-07 5.540267e-07 5.211733e-07 5.122133e-07 
5.533867e-07 5.486933e-07 5.512533e-07 5.211733e-07 5.271467e-07 5.331200e-07 5.890133e-07 4.938667e-07 5.390933e-07 5.745067e-07 5.491200e-07 5.235200e-07 5.472000e-07 5.420800e-07 4.661333e-07 5.365333e-07 
5.678933e-07 5.486933e-07 5.352533e-07 4.998400e-07 5.038933e-07 5.866667e-07 5.192533e-07 4.876800e-07 5.350400e-07 5.476267e-07 5.689600e-07 5.461333e-07 5.717333e-07 5.710933e-07 5.414400e-07 5.085867e-07 
4.917333e-07 5.038933e-07 5.553067e-07 4.785067e-07 4.827733e-07 4.738133e-07 5.011200e-07 5.403733e-07 5.371733e-07 4.424533e-07 4.949333e-07 5.239467e-07 4.992000e-07 5.314133e-07 5.668267e-07 5.019733e-07 
5.356800e-07 5.107200e-07 4.599467e-07 5.474133e-07 5.346133e-07 5.241600e-07 4.898133e-07 5.691733e-07 5.467733e-07 5.702400e-07 5.378133e-07 5.169067e-07 5.781333e-07 5.736533e-07 5.288533e-07 5.324800e-07 
5.642667e-07 5.510400e-07 5.196800e-07 5.723733e-07 4.966400e-07 5.540267e-07 5.051733e-07 5.188267e-07 5.235200e-07 5.553067e-07 5.480533e-07 5.559467e-07 5.506133e-07 4.640000e-07 5.365333e-07 5.668267e-07 
5.811200e-07 5.614933e-07 6.120533e-07 5.090133e-07 4.932267e-07 5.623467e-07 4.430933e-07 5.143467e-07 5.149867e-07 5.196800e-07 4.992000e-07 4.541867e-07 4.942933e-07 5.201067e-07 5.491200e-07 4.994133e-07 
5.420800e-07 5.149867e-07 4.840533e-07 5.173333e-07 5.531733e-07 5.576533e-07 4.810667e-07 5.224533e-07 5.258667e-07 5.337600e-07 5.422933e-07 4.430933e-07 5.177600e-07 4.838400e-07 5.117867e-07 5.625600e-07 
5.710933e-07 4.829867e-07 4.938667e-07 5.410133e-07 5.098667e-07 5.429333e-07 5.634133e-07 5.222400e-07 5.687467e-07 5.489067e-07 5.088000e-07 5.092267e-07 4.942933e-07 5.241600e-07 4.829867e-07 5.250133e-07 
5.130667e-07 4.782933e-07 5.154133e-07 5.312000e-07 5.446400e-07 5.382400e-07 5.461333e-07 5.892267e-07 4.650667e-07 5.011200e-07 4.622933e-07 5.813333e-07 5.228800e-07 5.230933e-07 5.393067e-07 5.143467e-07 
5.164800e-07 5.553067e-07 4.846933e-07 5.463467e-07 5.192533e-07 6.105600e-07 5.318400e-07 5.454933e-07 5.452800e-07 5.312000e-07 5.164800e-07 5.815467e-07 5.286400e-07 4.844800e-07 4.970667e-07 4.580267e-07 
5.169067e-07 5.326933e-07 4.906667e-07 5.011200e-07 5.105067e-07 5.691733e-07 5.207467e-07 5.105067e-07 4.934400e-07 5.233067e-07 5.555200e-07 4.823467e-07 4.814933e-07 5.444267e-07 4.699733e-07 5.175467e-07 
